"","ID","danger"
"10888","22761","NO"
"10889","22762","NO"
"10890","22763","NO"
"10891","22764","NO"
"10892","22765","NO"
"10893","22767","NO"
"10894","22770","NO"
"10895","22771","YES"
"10896","22772","NO"
"10897","22774","NO"
"10898","22776","NO"
"10899","22777","NO"
"10900","22778","NO"
"10901","22783","NO"
"10902","22787","NO"
"10903","22789","NO"
"10904","22790","NO"
"10905","22791","YES"
"10906","22792","NO"
"10907","22793","NO"
"10908","22795","NO"
"10909","22796","NO"
"10910","22797","NO"
"10911","22800","NO"
"10912","22801","NO"
"10913","22804","NO"
"10914","22806","NO"
"10915","22810","NO"
"10916","22811","NO"
"10917","22812","NO"
"10918","22817","YES"
"10919","22820","YES"
"10920","22832","NO"
"10921","22833","NO"
"10922","22835","NO"
"10923","22837","NO"
"10924","22846","NO"
"10925","22849","NO"
"10926","22850","NO"
"10927","22851","NO"
"10928","22854","NO"
"10929","22856","NO"
"10930","22857","NO"
"10931","22859","NO"
"10932","22860","NO"
"10933","22861","NO"
"10934","22862","NO"
"10935","22863","NO"
"10936","22864","NO"
"10937","22865","NO"
"10938","22866","NO"
"10939","22870","NO"
"10940","22871","NO"
"10941","22872","YES"
"10942","22874","YES"
"10943","22876","NO"
"10944","22877","NO"
"10945","22878","NO"
"10946","22880","NO"
"10947","22881","NO"
"10948","22882","NO"
"10949","22885","NO"
"10950","22886","NO"
"10951","22889","YES"
"10952","22890","YES"
"10953","22892","NO"
"10954","22893","NO"
"10955","22894","NO"
"10956","22895","YES"
"10957","22896","NO"
"10958","22897","NO"
"10959","22898","NO"
"10960","22899","NO"
"10961","22900","NO"
"10962","22901","NO"
"10963","22902","NO"
"10964","22903","NO"
"10965","22904","NO"
"10966","22905","NO"
"10967","22906","NO"
"10968","22910","NO"
"10969","22911","NO"
"10970","22913","NO"
"10971","22914","NO"
"10972","22916","NO"
"10973","22920","NO"
"10974","22922","YES"
"10975","22923","NO"
"10976","22924","NO"
"10977","22925","YES"
"10978","22926","YES"
"10979","22928","NO"
"10980","22932","NO"
"10981","22933","NO"
"10982","22934","NO"
"10983","22936","NO"
"10984","22937","NO"
"10985","22943","NO"
"10986","22944","NO"
"10987","22945","NO"
"10988","22946","NO"
"10989","22949","NO"
"10990","22951","NO"
"10991","22953","NO"
"10992","22954","NO"
"10993","22956","NO"
"10994","22957","NO"
"10995","22958","YES"
"10996","22961","NO"
"10997","22962","NO"
"10998","22975","NO"
"10999","22977","NO"
"11000","22978","NO"
"11001","22980","NO"
"11002","22981","NO"
"11003","22983","YES"
"11004","22984","YES"
"11005","22986","NO"
"11006","22987","NO"
"11007","22989","NO"
"11008","22991","NO"
"11009","22992","NO"
"11010","22995","NO"
"11011","22996","NO"
"11012","22999","NO"
"11013","23001","NO"
"11014","23004","NO"
"11015","23005","NO"
"11016","23006","YES"
"11017","23010","NO"
"11018","23012","NO"
"11019","23013","NO"
"11020","23014","NO"
"11021","23015","NO"
"11022","23017","NO"
"11023","23018","YES"
"11024","23019","NO"
"11025","23024","NO"
"11026","23025","NO"
"11027","23027","NO"
"11028","23030","YES"
"11029","23032","NO"
"11030","23034","NO"
"11031","23037","NO"
"11032","23038","NO"
"11033","23039","NO"
"11034","23040","NO"
"11035","23042","NO"
"11036","23045","NO"
"11037","23046","NO"
"11038","23047","YES"
"11039","23048","YES"
"11040","23050","NO"
"11041","23051","NO"
"11042","23052","NO"
"11043","23054","NO"
"11044","23056","NO"
"11045","23061","YES"
"11046","23062","NO"
"11047","23063","NO"
"11048","23064","NO"
"11049","23068","YES"
"11050","23069","NO"
"11051","23070","NO"
"11052","23071","NO"
"11053","23076","NO"
"11054","23078","NO"
"11055","23080","NO"
"11056","23082","NO"
"11057","23085","NO"
"11058","23087","NO"
"11059","23088","NO"
"11060","23089","NO"
"11061","23090","NO"
"11062","23092","NO"
"11063","23093","NO"
"11064","23098","YES"
"11065","23101","NO"
"11066","23104","NO"
"11067","23105","NO"
"11068","23106","NO"
"11069","23108","NO"
"11070","23112","NO"
"11071","23115","NO"
"11072","23120","NO"
"11073","23121","YES"
"11074","23122","YES"
"11075","23124","NO"
"11076","23127","NO"
"11077","23128","NO"
"11078","23129","YES"
"11079","23130","NO"
"11080","23131","NO"
"11081","23132","NO"
"11082","23133","NO"
"11083","23136","NO"
"11084","23137","YES"
"11085","23138","YES"
"11086","23139","YES"
"11087","23140","NO"
"11088","23143","NO"
"11089","23145","NO"
"11090","23146","NO"
"11091","23147","NO"
"11092","23150","NO"
"11093","23151","NO"
"11094","23152","NO"
"11095","23153","NO"
"11096","23154","NO"
"11097","23155","NO"
"11098","23157","NO"
"11099","23158","NO"
"11100","23159","NO"
"11101","23160","NO"
"11102","23163","NO"
"11103","23166","YES"
"11104","23167","NO"
"11105","23168","YES"
"11106","23169","NO"
"11107","23173","NO"
"11108","23174","NO"
"11109","23176","YES"
"11110","23177","NO"
"11111","23178","NO"
"11112","23179","YES"
"11113","23180","NO"
"11114","23182","NO"
"11115","23188","NO"
"11116","23189","NO"
"11117","23192","NO"
"11118","23195","NO"
"11119","23196","NO"
"11120","23197","NO"
"11121","23199","NO"
"11122","23200","NO"
"11123","23215","NO"
"11124","23217","YES"
"11125","23219","NO"
"11126","23220","NO"
"11127","23222","NO"
"11128","23223","NO"
"11129","23224","NO"
"11130","23226","NO"
"11131","23227","NO"
"11132","23228","NO"
"11133","23229","NO"
"11134","23234","NO"
"11135","23235","NO"
"11136","23237","NO"
"11137","23238","NO"
"11138","23239","NO"
"11139","23241","NO"
"11140","23242","YES"
"11141","23244","NO"
"11142","23245","NO"
"11143","23246","YES"
"11144","23247","NO"
"11145","23248","NO"
"11146","23251","YES"
"11147","23252","NO"
"11148","23253","NO"
"11149","23254","NO"
"11150","23257","NO"
"11151","23258","NO"
"11152","23268","NO"
"11153","23269","YES"
"11154","23270","NO"
"11155","23274","NO"
"11156","23275","YES"
"11157","23277","NO"
"11158","23278","YES"
"11159","23281","NO"
"11160","23283","NO"
"11161","23286","NO"
"11162","23287","NO"
"11163","23289","NO"
"11164","23290","NO"
"11165","23291","NO"
"11166","23292","NO"
"11167","23295","NO"
"11168","23299","NO"
"11169","23302","NO"
"11170","23304","YES"
"11171","23310","NO"
"11172","23311","YES"
"11173","23315","YES"
"11174","23318","NO"
"11175","23320","YES"
"11176","23321","NO"
"11177","23322","NO"
"11178","23325","NO"
"11179","23326","NO"
"11180","23338","NO"
"11181","23339","YES"
"11182","23341","YES"
"11183","23342","NO"
"11184","23344","NO"
"11185","23347","NO"
"11186","23348","NO"
"11187","23350","NO"
"11188","23352","NO"
"11189","23353","NO"
"11190","23354","NO"
"11191","23356","NO"
"11192","23359","NO"
"11193","23362","NO"
"11194","23364","NO"
"11195","23366","NO"
"11196","23367","NO"
"11197","23373","NO"
"11198","23375","NO"
"11199","23378","NO"
"11200","23380","YES"
"11201","23381","NO"
"11202","23382","NO"
"11203","23383","NO"
"11204","23385","YES"
"11205","23387","NO"
"11206","23389","NO"
"11207","23393","YES"
"11208","23395","NO"
"11209","23396","NO"
"11210","23397","YES"
"11211","23398","YES"
"11212","23399","NO"
"11213","23400","NO"
"11214","23405","NO"
"11215","23407","NO"
"11216","23408","NO"
"11217","23409","YES"
"11218","23411","NO"
"11219","23412","NO"
"11220","23413","NO"
"11221","23414","YES"
"11222","23418","YES"
"11223","23419","NO"
"11224","23420","NO"
"11225","23422","NO"
"11226","23423","NO"
"11227","23425","NO"
"11228","23428","NO"
"11229","23431","YES"
"11230","23434","NO"
"11231","23435","NO"
"11232","23436","NO"
"11233","23438","NO"
"11234","23439","NO"
"11235","23440","NO"
"11236","23442","NO"
"11237","23443","NO"
"11238","23444","NO"
"11239","23445","NO"
"11240","23446","NO"
"11241","23451","NO"
"11242","23452","NO"
"11243","23453","NO"
"11244","23455","NO"
"11245","23457","NO"
"11246","23458","NO"
"11247","23460","NO"
"11248","23462","NO"
"11249","23465","NO"
"11250","23466","NO"
"11251","23469","NO"
"11252","23473","NO"
"11253","23475","YES"
"11254","23486","NO"
"11255","23492","NO"
"11256","23493","NO"
"11257","23494","NO"
"11258","23497","NO"
"11259","23501","YES"
"11260","23502","NO"
"11261","23504","NO"
"11262","23505","NO"
"11263","23506","NO"
"11264","23507","NO"
"11265","23509","NO"
"11266","23510","NO"
"11267","23511","NO"
"11268","23512","NO"
"11269","23513","NO"
"11270","23514","NO"
"11271","23518","NO"
"11272","23519","NO"
"11273","23520","NO"
"11274","23522","NO"
"11275","23528","NO"
"11276","23530","NO"
"11277","23532","NO"
"11278","23535","NO"
"11279","23539","NO"
"11280","23541","NO"
"11281","23542","NO"
"11282","23543","NO"
"11283","23545","NO"
"11284","23546","NO"
"11285","23547","NO"
"11286","23552","NO"
"11287","23553","NO"
"11288","23554","NO"
"11289","23555","NO"
"11290","23566","NO"
"11291","23567","NO"
"11292","23572","NO"
"11293","23574","NO"
"11294","23575","NO"
"11295","23576","NO"
"11296","23578","NO"
"11297","23579","NO"
"11298","23580","NO"
"11299","23581","NO"
"11300","23583","YES"
"11301","23586","NO"
"11302","23589","NO"
"11303","23591","NO"
"11304","23592","NO"
"11305","23594","NO"
"11306","23595","NO"
"11307","23597","NO"
"11308","23598","NO"
"11309","23599","YES"
"11310","23600","NO"
"11311","23601","NO"
"11312","23602","NO"
"11313","23604","NO"
"11314","23605","NO"
"11315","23607","NO"
"11316","23608","NO"
"11317","23609","NO"
"11318","23610","YES"
"11319","23617","NO"
"11320","23618","NO"
"11321","23620","NO"
"11322","23621","NO"
"11323","23624","NO"
"11324","23625","NO"
"11325","23626","NO"
"11326","23627","NO"
"11327","23628","YES"
"11328","23631","NO"
"11329","23632","NO"
"11330","23633","NO"
"11331","23636","NO"
"11332","23639","NO"
"11333","23640","NO"
"11334","23641","NO"
"11335","23643","NO"
"11336","23644","NO"
"11337","23647","NO"
"11338","23649","NO"
"11339","23653","YES"
"11340","23654","NO"
"11341","23655","NO"
"11342","23656","NO"
"11343","23657","NO"
"11344","23658","NO"
"11345","23660","YES"
"11346","23661","NO"
"11347","23666","NO"
"11348","23668","NO"
"11349","23673","YES"
"11350","23674","NO"
"11351","23675","YES"
"11352","23676","NO"
"11353","23678","NO"
"11354","23680","NO"
"11355","23697","NO"
"11356","23698","NO"
"11357","23701","YES"
"11358","23704","NO"
"11359","23705","NO"
"11360","23707","NO"
"11361","23708","NO"
"11362","23712","YES"
"11363","23714","NO"
"11364","23715","NO"
"11365","23716","NO"
"11366","23717","YES"
"11367","23718","NO"
"11368","23719","NO"
"11369","23720","NO"
"11370","23721","NO"
"11371","23722","NO"
"11372","23725","NO"
"11373","23726","NO"
"11374","23727","NO"
"11375","23734","NO"
"11376","23738","NO"
"11377","23741","NO"
"11378","23748","NO"
"11379","23749","NO"
"11380","23750","NO"
"11381","23751","NO"
"11382","23753","NO"
"11383","23760","YES"
"11384","23764","NO"
"11385","23767","NO"
"11386","23771","NO"
"11387","23773","YES"
"11388","23774","YES"
"11389","23777","YES"
"11390","23782","NO"
"11391","23784","NO"
"11392","23790","NO"
"11393","23791","NO"
"11394","23792","NO"
"11395","23793","NO"
"11396","23798","NO"
"11397","23804","NO"
"11398","23807","NO"
"11399","23808","NO"
"11400","23809","NO"
"11401","23812","NO"
"11402","23823","NO"
"11403","23826","NO"
"11404","23830","NO"
"11405","23834","NO"
"11406","23837","NO"
"11407","23838","NO"
"11408","23839","NO"
"11409","23840","YES"
"11410","23843","NO"
"11411","23844","NO"
"11412","23849","NO"
"11413","23852","NO"
"11414","23854","NO"
"11415","23855","NO"
"11416","23856","NO"
"11417","23857","NO"
"11418","23859","NO"
"11419","23860","NO"
"11420","23861","NO"
"11421","23863","NO"
"11422","23867","YES"
"11423","23868","YES"
"11424","23869","NO"
"11425","23870","NO"
"11426","23874","NO"
"11427","23876","NO"
"11428","23881","NO"
"11429","23883","YES"
"11430","23885","NO"
"11431","23887","NO"
"11432","23888","NO"
"11433","23891","NO"
"11434","23892","YES"
"11435","23896","YES"
"11436","23897","NO"
"11437","23899","NO"
"11438","23900","YES"
"11439","23902","NO"
"11440","23903","YES"
"11441","23905","NO"
"11442","23906","NO"
"11443","23907","NO"
"11444","23908","NO"
"11445","23909","NO"
"11446","23910","NO"
"11447","23913","NO"
"11448","23916","NO"
"11449","23917","NO"
"11450","23918","NO"
"11451","23919","NO"
"11452","23921","NO"
"11453","23922","NO"
"11454","23923","NO"
"11455","23924","NO"
"11456","23927","NO"
"11457","23930","NO"
"11458","23931","NO"
"11459","23932","NO"
"11460","23934","NO"
"11461","23937","NO"
"11462","23938","NO"
"11463","23939","YES"
"11464","23941","NO"
"11465","23942","YES"
"11466","23943","YES"
"11467","23946","NO"
"11468","23947","YES"
"11469","23949","NO"
"11470","23950","YES"
"11471","23952","YES"
"11472","23953","NO"
"11473","23954","NO"
"11474","23955","NO"
"11475","23958","NO"
"11476","23960","YES"
"11477","23961","NO"
"11478","23964","NO"
"11479","23965","NO"
"11480","23966","NO"
"11481","23967","NO"
"11482","23968","NO"
"11483","23977","NO"
"11484","23980","NO"
"11485","23982","NO"
"11486","23984","NO"
"11487","23985","NO"
"11488","23986","NO"
"11489","23988","NO"
"11490","23990","NO"
"11491","24000","YES"
"11492","24003","NO"
"11493","24005","NO"
"11494","24007","YES"
"11495","24009","NO"
"11496","24010","NO"
"11497","24011","NO"
"11498","24012","NO"
"11499","24014","NO"
"11500","24018","NO"
"11501","24019","NO"
"11502","24020","NO"
"11503","24021","NO"
"11504","24023","NO"
"11505","24024","NO"
"11506","24025","NO"
"11507","24028","NO"
"11508","24034","NO"
"11509","24039","NO"
"11510","24040","NO"
"11511","24046","YES"
"11512","24052","NO"
"11513","24063","NO"
"11514","24067","NO"
"11515","24068","NO"
"11516","24069","NO"
"11517","24070","NO"
"11518","24071","NO"
"11519","24072","NO"
"11520","24076","NO"
"11521","24077","NO"
"11522","24078","NO"
"11523","24079","NO"
"11524","24080","NO"
"11525","24081","NO"
"11526","24082","NO"
"11527","24083","NO"
"11528","24084","NO"
"11529","24085","YES"
"11530","24086","NO"
"11531","24087","NO"
"11532","24088","NO"
"11533","24089","NO"
"11534","24090","YES"
"11535","24091","NO"
"11536","24092","NO"
"11537","24093","NO"
"11538","24094","NO"
"11539","24095","NO"
"11540","24098","NO"
"11541","24099","NO"
"11542","24100","NO"
"11543","24101","NO"
"11544","24103","NO"
"11545","24105","YES"
"11546","24107","NO"
"11547","24110","NO"
"11548","24111","NO"
"11549","24116","NO"
"11550","24117","NO"
"11551","24121","NO"
"11552","24123","YES"
"11553","24126","NO"
"11554","24127","NO"
"11555","24131","NO"
"11556","24132","NO"
"11557","24134","NO"
"11558","24135","NO"
"11559","24137","NO"
"11560","24138","NO"
"11561","24140","NO"
"11562","24141","YES"
"11563","24143","NO"
"11564","24144","NO"
"11565","24145","NO"
"11566","24146","NO"
"11567","24147","NO"
"11568","24149","NO"
"11569","24151","NO"
"11570","24153","NO"
"11571","24154","YES"
"11572","24155","NO"
"11573","24157","NO"
"11574","24158","NO"
"11575","24162","NO"
"11576","24163","YES"
"11577","24164","NO"
"11578","24165","NO"
"11579","24167","NO"
"11580","24168","NO"
"11581","24169","NO"
"11582","24172","NO"
"11583","24173","NO"
"11584","24175","NO"
"11585","24176","NO"
"11586","24177","NO"
"11587","24178","NO"
"11588","24179","NO"
"11589","24182","NO"
"11590","24183","YES"
"11591","24188","YES"
"11592","24189","NO"
"11593","24192","NO"
"11594","24193","YES"
"11595","24195","YES"
"11596","24196","NO"
"11597","24201","NO"
"11598","24202","NO"
"11599","24203","NO"
"11600","24204","NO"
"11601","24207","NO"
"11602","24208","NO"
"11603","24211","NO"
"11604","24212","NO"
"11605","24217","NO"
"11606","24218","NO"
"11607","24219","YES"
"11608","24220","NO"
"11609","24221","NO"
"11610","24222","NO"
"11611","24223","NO"
"11612","24226","NO"
"11613","24227","NO"
"11614","24228","NO"
"11615","24229","NO"
"11616","24230","NO"
"11617","24233","NO"
"11618","24236","NO"
"11619","24238","NO"
"11620","24244","NO"
"11621","24245","NO"
"11622","24246","NO"
"11623","24247","NO"
"11624","24250","NO"
"11625","24253","NO"
"11626","24255","NO"
"11627","24257","NO"
"11628","24259","NO"
"11629","24264","NO"
"11630","24265","YES"
"11631","24266","NO"
"11632","24272","YES"
"11633","24273","NO"
"11634","24277","NO"
"11635","24278","NO"
"11636","24280","NO"
"11637","24282","NO"
"11638","24283","NO"
"11639","24284","YES"
"11640","24287","NO"
"11641","24288","YES"
"11642","24289","NO"
"11643","24293","YES"
"11644","24294","NO"
"11645","24299","NO"
"11646","24308","YES"
"11647","24309","NO"
"11648","24312","YES"
"11649","24313","YES"
"11650","24315","NO"
"11651","24316","NO"
"11652","24317","NO"
"11653","24319","NO"
"11654","24320","NO"
"11655","24321","NO"
"11656","24322","NO"
"11657","24323","NO"
"11658","24324","NO"
"11659","24325","NO"
"11660","24326","NO"
"11661","24328","NO"
"11662","24330","NO"
"11663","24332","NO"
"11664","24333","NO"
"11665","24334","NO"
"11666","24335","NO"
"11667","24337","NO"
"11668","24338","NO"
"11669","24340","NO"
"11670","24341","NO"
"11671","24344","NO"
"11672","24349","NO"
"11673","24352","YES"
"11674","24354","NO"
"11675","24355","NO"
"11676","24358","YES"
"11677","24360","NO"
"11678","24361","NO"
"11679","24362","NO"
"11680","24363","NO"
"11681","24364","NO"
"11682","24365","NO"
"11683","24366","NO"
"11684","24367","NO"
"11685","24372","NO"
"11686","24373","NO"
"11687","24375","NO"
"11688","24377","NO"
"11689","24380","NO"
"11690","24382","NO"
"11691","24383","YES"
"11692","24386","NO"
"11693","24387","YES"
"11694","24390","YES"
"11695","24397","NO"
"11696","24399","NO"
"11697","24400","NO"
"11698","24403","NO"
"11699","24404","NO"
"11700","24405","NO"
"11701","24409","NO"
"11702","24413","NO"
"11703","24414","NO"
"11704","24416","NO"
"11705","24418","NO"
"11706","24420","NO"
"11707","24433","NO"
"11708","24439","NO"
"11709","24440","NO"
"11710","24441","NO"
"11711","24442","NO"
"11712","24443","NO"
"11713","24445","NO"
"11714","24447","NO"
"11715","24448","NO"
"11716","24449","NO"
"11717","24450","NO"
"11718","24451","NO"
"11719","24452","NO"
"11720","24453","NO"
"11721","24454","NO"
"11722","24455","NO"
"11723","24456","NO"
"11724","24457","NO"
"11725","24458","YES"
"11726","24459","NO"
"11727","24461","NO"
"11728","24462","NO"
"11729","24463","NO"
"11730","24464","NO"
"11731","24465","NO"
"11732","24466","NO"
"11733","24467","NO"
"11734","24468","NO"
"11735","24469","NO"
"11736","24476","YES"
"11737","24478","NO"
"11738","24479","NO"
"11739","24480","NO"
"11740","24486","NO"
"11741","24489","NO"
"11742","24491","NO"
"11743","24492","NO"
"11744","24493","NO"
"11745","24496","NO"
"11746","24500","YES"
"11747","24501","NO"
"11748","24502","NO"
"11749","24503","YES"
"11750","24506","NO"
"11751","24508","NO"
"11752","24509","YES"
"11753","24510","NO"
"11754","24511","NO"
"11755","24516","NO"
"11756","24517","NO"
"11757","24518","YES"
"11758","24520","NO"
"11759","24522","NO"
"11760","24524","NO"
"11761","24525","YES"
"11762","24526","NO"
"11763","24527","NO"
"11764","24530","NO"
"11765","24531","YES"
"11766","24532","NO"
"11767","24533","NO"
"11768","24534","YES"
"11769","24537","YES"
"11770","24542","NO"
"11771","24544","NO"
"11772","24546","NO"
"11773","24549","NO"
"11774","24554","NO"
"11775","24555","NO"
"11776","24556","NO"
"11777","24557","NO"
"11778","24559","NO"
"11779","24560","NO"
"11780","24562","NO"
"11781","24566","YES"
"11782","24567","YES"
"11783","24568","YES"
"11784","24573","NO"
"11785","24574","YES"
"11786","24576","NO"
"11787","24579","NO"
"11788","24580","NO"
"11789","24581","NO"
"11790","24582","NO"
"11791","24586","NO"
"11792","24588","NO"
"11793","24589","NO"
"11794","24590","NO"
"11795","24591","YES"
"11796","24592","NO"
"11797","24594","NO"
"11798","24596","YES"
"11799","24597","YES"
"11800","24601","NO"
"11801","24604","NO"
"11802","24606","NO"
"11803","24607","YES"
"11804","24608","NO"
"11805","24613","NO"
"11806","24615","NO"
"11807","24618","YES"
"11808","24620","NO"
"11809","24621","NO"
"11810","24622","NO"
"11811","24624","NO"
"11812","24625","YES"
"11813","24626","NO"
"11814","24635","YES"
"11815","24636","NO"
"11816","24639","NO"
"11817","24652","NO"
"11818","24655","NO"
"11819","24656","NO"
"11820","24657","NO"
"11821","24658","NO"
"11822","24659","NO"
"11823","24663","NO"
"11824","24664","YES"
"11825","24665","NO"
"11826","24666","NO"
"11827","24667","NO"
"11828","24668","NO"
"11829","24669","NO"
"11830","24671","NO"
"11831","24672","NO"
"11832","24673","YES"
"11833","24674","NO"
"11834","24675","NO"
"11835","24676","NO"
"11836","24678","YES"
"11837","24679","NO"
"11838","24680","NO"
"11839","24681","NO"
"11840","24682","NO"
"11841","24684","NO"
"11842","24686","NO"
"11843","24687","NO"
"11844","24690","NO"
"11845","24691","NO"
"11846","24692","NO"
"11847","24693","NO"
"11848","24694","NO"
"11849","24701","YES"
"11850","24705","YES"
"11851","24711","NO"
"11852","24712","NO"
"11853","24720","NO"
"11854","24722","NO"
"11855","24723","NO"
"11856","24724","NO"
"11857","24727","NO"
"11858","24731","NO"
"11859","24733","NO"
"11860","24734","NO"
"11861","24739","NO"
"11862","24740","NO"
"11863","24741","NO"
"11864","24742","NO"
"11865","24743","NO"
"11866","24744","NO"
"11867","24745","NO"
"11868","24746","NO"
"11869","24747","NO"
"11870","24748","NO"
"11871","24750","NO"
"11872","24752","NO"
"11873","24753","NO"
"11874","24754","NO"
"11875","24755","YES"
"11876","24756","NO"
"11877","24757","NO"
"11878","24758","NO"
"11879","24760","NO"
"11880","24761","YES"
"11881","24762","NO"
"11882","24763","NO"
"11883","24764","NO"
"11884","24765","NO"
"11885","24767","NO"
"11886","24768","NO"
"11887","24769","YES"
"11888","24771","NO"
"11889","24772","NO"
"11890","24774","YES"
"11891","24775","NO"
"11892","24777","NO"
"11893","24778","NO"
"11894","24784","NO"
"11895","24785","NO"
"11896","24786","NO"
"11897","24787","NO"
"11898","24789","NO"
"11899","24796","NO"
"11900","24800","YES"
"11901","24801","NO"
"11902","24803","NO"
"11903","24804","NO"
"11904","24806","NO"
"11905","24807","NO"
"11906","24808","NO"
"11907","24811","NO"
"11908","24814","NO"
"11909","24815","NO"
"11910","24817","NO"
"11911","24818","NO"
"11912","24820","YES"
"11913","24821","NO"
"11914","24822","NO"
"11915","24823","NO"
"11916","24827","NO"
"11917","24831","YES"
"11918","24833","YES"
"11919","24836","NO"
"11920","24838","YES"
"11921","24846","NO"
"11922","24849","NO"
"11923","24853","NO"
"11924","24854","YES"
"11925","24856","NO"
"11926","24858","NO"
"11927","24861","NO"
"11928","24863","YES"
"11929","24867","NO"
"11930","24874","NO"
"11931","24875","NO"
"11932","24876","NO"
"11933","24877","YES"
"11934","24878","NO"
"11935","24879","YES"
"11936","24882","NO"
"11937","24886","NO"
"11938","24889","NO"
"11939","24892","NO"
"11940","24893","NO"
"11941","24894","NO"
"11942","24895","NO"
"11943","24900","NO"
"11944","24903","NO"
"11945","24904","YES"
"11946","24906","NO"
"11947","24910","NO"
"11948","24914","NO"
"11949","24920","NO"
"11950","24925","NO"
"11951","24926","NO"
"11952","24927","YES"
"11953","24936","NO"
"11954","24937","YES"
"11955","24947","NO"
"11956","24950","NO"
"11957","24954","YES"
"11958","24955","NO"
"11959","24956","NO"
"11960","24959","NO"
"11961","24962","NO"
"11962","24963","YES"
"11963","24964","NO"
"11964","24966","NO"
"11965","24967","NO"
"11966","24968","NO"
"11967","24969","NO"
"11968","24970","NO"
"11969","24971","NO"
"11970","24974","NO"
"11971","24977","NO"
"11972","24978","YES"
"11973","24983","NO"
"11974","24985","NO"
"11975","24986","YES"
"11976","24988","NO"
"11977","24989","YES"
"11978","24990","YES"
"11979","24992","YES"
"11980","24993","NO"
"11981","24994","NO"
"11982","24995","NO"
"11983","24996","NO"
"11984","24997","NO"
"11985","24998","NO"
"11986","24999","NO"
"11987","25000","NO"
"11988","25002","YES"
"11989","25004","YES"
"11990","25006","NO"
"11991","25007","NO"
"11992","25009","NO"
"11993","25014","NO"
"11994","25018","NO"
"11995","25019","NO"
"11996","25022","NO"
"11997","25025","YES"
"11998","25026","NO"
"11999","25027","NO"
"12000","25028","NO"
"12001","25029","NO"
"12002","25030","NO"
"12003","25031","NO"
"12004","25032","NO"
"12005","25033","YES"
"12006","25037","NO"
"12007","25038","NO"
"12008","25042","NO"
"12009","25047","NO"
"12010","25048","YES"
"12011","25052","NO"
"12012","25053","NO"
"12013","25054","NO"
"12014","25055","NO"
"12015","25057","NO"
"12016","25058","NO"
"12017","25059","NO"
"12018","25063","NO"
"12019","25067","NO"
"12020","25068","YES"
"12021","25070","NO"
"12022","25071","NO"
"12023","25072","YES"
"12024","25079","NO"
"12025","25080","NO"
"12026","25081","YES"
"12027","25086","NO"
"12028","25087","NO"
"12029","25091","NO"
"12030","25094","NO"
"12031","25097","NO"
"12032","25098","NO"
"12033","25099","NO"
"12034","25101","NO"
"12035","25102","NO"
"12036","25103","NO"
"12037","25104","NO"
"12038","25106","NO"
"12039","25110","NO"
"12040","25112","NO"
"12041","25113","NO"
"12042","25114","NO"
"12043","25115","NO"
"12044","25117","NO"
"12045","25118","NO"
"12046","25121","NO"
"12047","25122","YES"
"12048","25124","NO"
"12049","25127","NO"
"12050","25129","NO"
"12051","25130","NO"
"12052","25131","NO"
"12053","25133","NO"
"12054","25135","NO"
"12055","25137","NO"
"12056","25140","NO"
"12057","25141","NO"
"12058","25144","NO"
"12059","25145","NO"
"12060","25146","NO"
"12061","25147","YES"
"12062","25148","NO"
"12063","25152","NO"
"12064","25153","NO"
"12065","25156","NO"
"12066","25157","NO"
"12067","25158","YES"
"12068","25159","NO"
"12069","25160","NO"
"12070","25174","YES"
"12071","25175","NO"
"12072","25176","NO"
"12073","25177","NO"
"12074","25178","NO"
"12075","25182","NO"
"12076","25186","NO"
"12077","25188","NO"
"12078","25191","YES"
"12079","25193","NO"
"12080","25195","YES"
"12081","25197","NO"
"12082","25198","NO"
"12083","25199","NO"
"12084","25203","NO"
"12085","25204","NO"
"12086","25209","NO"
"12087","25211","NO"
"12088","25212","NO"
"12089","25213","NO"
"12090","25214","NO"
"12091","25219","YES"
"12092","25227","NO"
"12093","25229","NO"
"12094","25230","NO"
"12095","25231","YES"
"12096","25232","NO"
"12097","25233","NO"
"12098","25234","NO"
"12099","25235","NO"
"12100","25237","YES"
"12101","25238","NO"
"12102","25239","NO"
"12103","25240","NO"
"12104","25241","NO"
"12105","25244","NO"
"12106","25245","YES"
"12107","25246","NO"
"12108","25248","NO"
"12109","25249","NO"
"12110","25250","NO"
"12111","25251","NO"
"12112","25256","YES"
"12113","25259","NO"
"12114","25260","NO"
"12115","25261","NO"
"12116","25262","YES"
"12117","25267","NO"
"12118","25269","NO"
"12119","25273","NO"
"12120","25276","NO"
"12121","25277","YES"
"12122","25278","NO"
"12123","25280","YES"
"12124","25283","NO"
"12125","25287","NO"
"12126","25288","NO"
"12127","25291","NO"
"12128","25293","YES"
"12129","25294","NO"
"12130","25297","NO"
"12131","25305","NO"
"12132","25307","NO"
"12133","25310","NO"
"12134","25311","YES"
"12135","25318","NO"
"12136","25320","NO"
"12137","25322","NO"
"12138","25323","NO"
"12139","25324","NO"
"12140","25326","NO"
"12141","25328","NO"
"12142","25330","NO"
"12143","25332","NO"
"12144","25333","NO"
"12145","25334","NO"
"12146","25338","NO"
"12147","25340","YES"
"12148","25341","NO"
"12149","25342","NO"
"12150","25343","NO"
"12151","25344","NO"
"12152","25347","NO"
"12153","25349","NO"
"12154","25351","NO"
"12155","25352","NO"
"12156","25354","NO"
"12157","25355","NO"
"12158","25357","NO"
